sample_type,H0,T,T_ratio,t0,sigma1,xi,zfr_R,L,log10_x,log_x_offset,number_low_zeros,slow,s1,low_weight_base,low_weight_tail,low_reciprocal_base,low_reciprocal_tail,low_error_base,low_error_tail,low_total,zfr_factor,high_weight_part,high_reciprocal_part,high_error_part,high_bracket,high_total,hybrid_zero_bound,ch_H0_zero_bound,ch_same_T_zero_bound,zero_ratio_H0,zero_ratio_same_T,truncation_H0,truncation_T,truncation_saving,ch_H0_combined,hybrid_combined,combined_ratio,combined_margin,hybrid_combined_wins,high_fraction
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.50000100000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,7.1008926574657028496630874561e-19,1.3332627191086607831336380804e-8,1.2650407506276445159186462761e-31,1.2361776995219686849721567381e-17,1.7962267208408780255776750678e-30,0.000066409543732390507791914560659,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100292653996542085816307,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772388435023852236215837,1.0136772380848306845398493429,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101339790338151122798895,1.0136772386251271053340652737,-8.9700927715299547060828335406e-7,False,0.0010763444038755715341858169652
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.50010000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,7.1110009585466859259023053573e-17,1.3332627191086607831336380804e-8,1.2669588798368618502519033999e-29,1.2361776995219686849721567381e-17,1.7988124417287965321307053186e-28,0.000066409543732460907712234471577,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100292724396462405727224,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772388445758150635391895,1.0136772380859041143789635560,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101339860738071442709812,1.0136772386262005351568441593,-8.9700927722339539092819427113e-7,False,0.0010763444038744317431785084577
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.50100000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,7.2037799168866898211194010424e-16,1.3332627191086607831336380804e-8,1.2845747492258709929131577242e-28,1.2361776995219686849721567381e-17,1.8225479924636066319274741445e-27,0.000066409543733110175694339432154,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100293373664444510687801,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772388544755936844169905,1.0136772380958038929924320145,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101340510006053547670389,1.0136772386361003136196589645,-8.9700927787266337303315484855e-7,False,0.0010763444038639199442451328963
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.51000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,8.2259732649330024769029257548e-15,1.3332627191086607831336380804e-8,1.4798313028908215072215987316e-27,1.2361776995219686849721567381e-17,2.0843422800291733440098696728e-26,0.000066409543740615770967604137897,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100300879259717775393545,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772389689179097560194235,1.0136772382102462089783817927,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101348015601326812376133,1.0136772387505426278640391914,-8.9700928537825864629786059196e-7,False,0.0010763444037424026192688025974
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.55000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,7.9238632320367854111672014464e-14,1.3332627191086607831336380804e-8,1.4929238797784501494227325623e-26,1.2361776995219686849721567381e-17,2.0243181039239297484722391524e-25,0.000066409543811628430023234027327,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100371891918773405282974,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772400516905449496038095,1.0136772392930188433615810531,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101419028260382442265563,1.0136772398333152457697333027,-8.9700935639091770192775002174e-7,False,0.0010763444025926912314935385423
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.60000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,4.1252382388383901149574677258e-13,1.3332627191086607831336380804e-8,8.3274154970675173976042243903e-26,1.2361776995219686849721567381e-17,1.0674818841931317428049798553e-24,0.000066409544144913621587638579701,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481100705177110337809835349,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136772451334899021387067020,1.0136772443748181967472865591,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481101752313451946846817937,1.0136772449151145218212207531,-8.9700968967610926633230239600e-7,False,0.0010763443971967268656471684605
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.70000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,7.7105787612164580914559209525e-12,1.3332627191086607831336380804e-8,1.7996061605644913852484110071e-24,1.2361776995219686849721567381e-17,2.0548278164284009802106067107e-23,0.000066409551442968558941454787947,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481108003232047691626043594,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136773564113139041348570243,1.0136773556526421154591993067,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481109050368389300663026183,1.0136773561929367471204461320,-8.9701698773104662014851064173e-7,False,0.0010763442790395423934389149498
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.80000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,1.3682216646753702265045679638e-10,1.3332627191086607831336380804e-8,3.6464542690175805538138254341e-23,1.2361776995219686849721567381e-17,3.7572670314544175248223507258e-22,0.000066409680554556265651862708459,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066481237114819754402033964106,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0136793250531858513195602242,1.0136793242945125892430804348,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066481238161956096011070946694,1.0136793248347772623465217017,-8.9714609931875333055643115337e-7,False,0.0010763421886975930428678743881
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.90000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,2.4209653009311955486705666559e-9,1.3332627191086607831336380804e-8,7.2581835851049161733300601323e-22,1.2361776995219686849721567381e-17,6.8457209776607656655925168832e-21,0.000066411964697690736469736818904,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066483521257954225219908074552,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0137141527545247469673329842,1.0137141519958254186141398772,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066483522305090566828945057140,1.0137141525355600879019231881,-8.9943024245322414843054159890e-7,False,0.0010763052093142189897321367820
boundary,3.0001753328000000000000000000e12,3.0001753628017533280000000000e12,1.0000000100000000000000000000,20000.000000000000000000000000,0.95000000000000000000000000000,1.0000000000000000000000000000,5.5586910000000000000000000000,28.730691857155524903582172297,12.477580934825334753940929780,0.00099999999999999999999999999576,22491,4.9273990504676354076693531890e12,0.023032850249880258685275725514,0.000066396211105186349317822256099,1.0182888563598018086257695011e-8,1.3332627191086607831336380804e-8,3.2224782868719736090510236299e-21,1.2361776995219686849721567381e-17,2.9209554554121326665205229355e-20,0.000066419726620953428152767910855,0.83534979084096534995296226202,7.1556560263256733558899544415e-8,2.3836602808482384676057378482e-20,2.0818000954762051003066803127e-19,8.5660595175885730182547688552e-8,7.1556560263488750171255647309e-8,0.000066491283181216916902939166502,0.000065584091015500990600114116862,0.000065584091064586431210910876451,1.0138325034573019971681450210,1.0138325026985140909861199516,1.0471363520804003986785406528e-12,1.0471363416090369825881708269e-12,1.0471363416090369825882799511e-20,0.000065584092062637342680514515541,0.000066491284228353258511976149090,1.0138325032364477133587659035,-9.0719216571591583146163354932e-7,False,0.0010761795658006299445736629529
